_NAME_;_MODEL_;_SKU_
Полотенца бумажные с центральной вытяжкой 1-слойные белые с тиснением 300 м (6 рулонов в упаковке);12-0819;12-0819
Туалетная бумага PROtissue L Premium, 2-слойная, белая, 4 рулонов в упаковке;12-0868;12-0868
Салфетки бумажные белые, 2-слойные, 33х33 см, 200 листов в пачке;12-0880;12-0880
Салфетки диспенсерные PROtissue, 2-слойные, сложение 1/2, 16х21 см, 200 листов в пачке, 15 пачек в коробке;12-0888;12-0888
Туалетная бумага 1-слойная, серая, 300 метров, 6 рулонов в упаковке;12-0894;12-0894
Полотенца бумажные Tork Xpress Multifold, 1-слойные, H2, Z-сложение, белые, 250 листов, 20 пачек в коробке;12-0920;12-0920
Туалетная бумага Veiro Classic 2-слойная белая 140 листов в рулоне (24 рулона в упаковке);12-0993;12-0993
Туалетная бумага Tork, T4, 2-слойная, белая, 23 метра, 8 рулонов в упаковке;12-0996;12-0996
Мыло-пена картриджное Tork S4, 1л;12-0999;12-0999
Гигиеническое покрытие для унитаза Tork Advansed 250 штук в упаковке;12-1005;12-1005
Гигиеническое покрытие для унитаза Merida Stella, 100 штук в упаковке;12-1035;12-1035
Платочки носовые бумажные Belux 3-слойные нейтральные;12-1051;12-1051
Пакеты для средств гигиены Tork 25 штук в упаковке;12-1059;12-1059
Гигиеническое покрытие для унитаза Mini 100 штук в упаковке;12-1063;12-1063
Салфетки бумажные, 33х33 см, 1-слойные, зеленые, 300 листов в упаковке;12-1066;12-1066
Салфетки бумажные, 33х33 см, 1-слойные, желтые, 300 листов в упаковке;12-1070;12-1070
Салфетки бумажные, 33х33 см, 2-слойные, желтые, 200 листов в упаковке;12-1076;12-1076
Салфетки бумажные Папирус 33х33 см, 2-слойные, белые, 250 листов в упаковке;12-1130;12-1130
Туалетная бумага 1-слойная, 180 метров, натуральный цвет, в упаковке 12 штук;12-1134;12-1134
"Салфетка 2 слоя, 33х33 см, 20 листов, ""Ангел"" *20/1";12-1157;12-1157
Туалетная бумага Optiline, 2-слойная, 18 метров, 4 рулона в упаковке;12-1167;12-1167
Полотенца бумажные Tork PeakServe, 1-слойные, 201x225 мм, белые, 410 листов в упаковке;12-1168;12-1168
Туалетная бумага 2-слойная, 160 метров, белый цвет, в упаковке 12 штук;12-1170;12-1170
Полотенца бумажные 2-слойные в рулоне 150 метров с центральной вытяжкой;12-1173;12-1173
Салфетки бумажные 24х24 см, 2-слойные, зеленые, 250 листов в упаковке;12-1194;12-1194
Салфетки Tork Universal, 25х30 см, 1-слойные, белые, 300 листов;12-1203;12-1203
Полотенца бумажные влагопрочные Эконом, 1-слойные, с центральной вытяжкой, в упаковке 6 штук;12-1207;12-1207
Полотенца бумажные листовые Tork Xpress Multifold Advanced 100% целлюлоза 2-слойные Z-сложения 136 листов в упаковке;12-1215;12-1215
Туалетная бумага Focus Jumbo Eco 1-слойная, 525 метров, белый цвет, в упаковке 6 штук;12-1218;12-1218
Туалетная бумага 2 слоя 4 рулона в упаковке белая Focus Optimum;12-1219;12-1219
Полотенца бумажные листовые 1-слойные V-сложения 250 листов в упаковке;12-1224;12-1224
Туалетная бумага Joy Land 1-слойная 54 метра;12-1225;12-1225
Полотенца бумажные листовые Focus Extra 2-слойные 200 листов в упаковке;12-1227;12-1227
Полотенца бумажные Focus Jumbo 2-слойные в рулоне 125 метров с центральной вытяжкой;12-1229;12-1229
Туалетная бумага 120 метров 2 слоя белая с центральной вытяжкой Focus Point *12;12-1230;12-1230
Полотенца бумажные V-сложения 1 слойные 200 листов в упаковке (20 упаковок в коробе);12-1237;12-1237
Салфетки бумажные Familia, 1-слойные, 24х24 см, 100 штук в упаковке;12-1241;12-1241
Полотенца бумажные 2-слойные в рулоне 180 метров с центральной вытяжкой;12-1245;12-1245
Полотенца бумажные листовые Veiro Professional Premium  2-слойные V-сложения 200 листов в упаковке;12-1246;12-1246
Полотенца бумажные Papia, 3-слойные, в рулонах, белые, 4 рулона в упаковке;12-1258;12-1258
Туалетная бумага Focus 1-слойная, 200 метров, белый цвет, в упаковке 12 штук;12-1274;12-1274
Полотенца бумажные листовые Veiro Professional Comfort  1-слойные V-сложения 250 листов в упаковке;12-1282;12-1282
Полотенца бумажные листовые Veiro Professional Comfort  2-слойные V-сложения 250 листов в упаковке;12-1283;12-1283
Туалетная бумага Veiro Домашняя 2-слойная 15 метров 4 рулона в упаковке;12-1284;12-1284
Полотенца бумажные листовые Veiro Professional Basic 1-слойные V-сложения 250 листов в упаковке;12-1289;12-1289
Полотенца бумажные Focus Jumbo 1-слойные в рулоне 280 метров с центральной вытяжкой;12-1290;12-1290
Полотенца бумажные листовые Focus Extra 1-слойные 250 листов в упаковке;12-1296;12-1296
Туалетная бумага Focus Mini Jumbo 2-слойная, 170 метров, белый цвет, в упаковке 12 штук;12-1302;12-1302
Туалетная бумага Focus Jumbo Eco белая, однослойная, в намотке 450 м *12;12-1309;12-1309
Полотенца бумажные Focus Exta Quick, однослойные, в рулоне, 200 метров;12-1310;12-1310
Салфетка влажная Optiline, освежающая, в индивидуальной упаковке, 500 штук в коробке;12-1319;12-1319
Полотенца бумажные Familia, 2-слойные, в рулонах, белые, 2 рулона в упаковке;12-1324;12-1324
Полотенца бумажные Focus Extra Z-сложение двухслойные 200 л/уп белые 21,5х24 см *20;12-1325;12-1325
